size,beta
34.99999999999999,0.015522549507789626
35.767849068890236,0.015152952333175526
36.552543628997505,0.014792155392789327
37.35445324588595,0.014439949150065856
38.17395559285047,0.014096129057576696
39.011436628788395,0.013760495438237192
39.8672907799737,0.013432853369341843
40.74192112581884,0.013113012569360953
41.63573958871197,0.012800787287432693
42.54916712801908,0.012495996195486296
43.48263393834209,0.012198462282933942
44.436579652126404,0.01190801275387001
45.41145354671363,0.011624478926718064
46.40771475593638,0.0113476961362673
47.42583248635551,0.011077503638041475
48.46628623824103,0.010813744514944915
49.52956603140107,0.010556265586131276
50.61617263596534,0.010304917318042171
51.726617808231445,0.01005955373756404
52.86142453168549,0.009820032347252702
54.02112726331027,0.009586214042576499
55.20627218529698,0.00935796303112994
56.4174174622793,0.009135146753770787
57.655133504210816,0.008917635807635004
58.92000323500941,0.008705303870984685
60.21262236709546,0.008498027629845398
61.533599681953056,0.008295686706390307
62.88355731684598,0.00809816358902953
64.26313105782444,0.007905343564164021
65.67297063915935,0.007717114649564487
67.11374004934605,0.007533367529336537
68.58611784382124,0.00735399549043435
70.09079746454057,0.007178894360685941
71.6284875665669,0.007007962448294157
73.19991235182418,0.006841100482778027
74.80581191017261,0.006678211557320448
76.4469425679671,0.006519201072488539
78.12407724426193,0.006363976681294049
79.83800581483094,0.0062124482355618614
81.58953548417298,0.006064527733575524
83.37949116567896,0.005920129268969336
85.2087158701392,0.0057791689808373336
87.07807110277412,0.0056415650050301944
88.98843726897478,0.005507237426611806
90.94071408894563,0.005376108233447802
92.93582102144306,0.005248101270899235
94.97469769681071,0.005123142197594962
97.05830435951437,0.0050011584422571444
99.18762232038632,0.0048820791615546985
101.36365441879047,0.004765835198960314
103.58742549492706,0.004652359044587076
105.85998287249896,0.0045415847959814045
108.1823968519672,0.00443344811984951
110.55576121462713,0.004327886214695187
112.98119373774435,0.0042248377743471675
115.45983672099105,0.00412424295235494
117.99285752443207,0.004026043327232297
120.58144911831303,0.003930181868528475
123.2268306449111,0.0038366029037070876
125.93024799271082,0.003745252085813751
128.6929743831771,0.0036560763619135194
131.51631097040104,0.0035690239422798424
134.40158745390107,0.003484044270317144
137.3501627048683,0.003401087993199554
140.36342540614987,0.003320106933208753
143.44279470627436,0.0032410540597542442
146.5897208878238,0.003163883462059862
149.8056860504694,0.003088550322500617
153.09220480899273,0.003015010890574383
156.45082500661954,0.0029432224574933467
159.8831284440036,0.0028731433313804347
163.39073162420323,0.0028047328130563244
166.97528651400148,0.0027379511724029723
170.638481321929,0.0026727596252899342
174.38204129335435,0.0026091203110500875
178.2077295230195,0.002546996270491644
182.11734778539935,0.002486351424433723
186.1127373832789,0.00242715055275299
190.19578001494645,0.0023693592739292128
194.368398660413,0.002312944025077824
198.63255848707257,0.002257872042457937
202.99026777523213,0.0022041113424444603
207.4435788639462,0.002151630702953276
211.9945891176018,0.0021003996453086886
216.64544191370805,0.002050388416542629
221.3983276523582,0.002001567972115292
226.2554847878359,0.0019539099590472294
231.21920088285466,0.0019073866994530609
236.29181368592452,0.001861971174467259
241.47571223235659,0.0018176370085526553
246.77333796942008,0.0017743584541825782
252.18718590618454,0.0017321103768877097
257.71980578858773,0.00169086824065898
263.3738033002832,0.0016506080936980274
269.1518412898321,0.0016113065545069406
275.05664102481757,0.0015729407983092174
281.09098347347447,0.0015354885437940287
287.257710614433,0.0014989280401761277
293.5597267751997,0.0014632380545638458
299.99999999999994,0.0014283978596278761
