size,beta
24.999999999999996,0.02255442201651688
25.635443151002473,0.021934454007599285
26.28703782193119,0.021331527460963447
26.955194547694763,0.020745173946896008
27.640334298065643,0.020174937911714628
28.342888742910617,0.019620376323836113
29.06330052416293,0.019081058329573405
29.80202353470717,0.018556564918393855
30.559523204352946,0.018046488597378754
31.336276793077243,0.017550433074631257
32.132773691720395,0.01706801295138656
32.94951573032505,0.016598853422585436
33.78701749431239,0.016142589985678066
34.64580664869486,0.015698868157432367
35.52642427052963,0.015267343198526495
36.42942518982228,0.014847679845711654
37.35537833909547,0.014439552051337196
38.30486711184284,0.014042642730035425
39.27848973009406,0.013656643512369565
40.27685962132244,0.013281254505253316
41.300605804932744,0.012916184058955917
42.350373288572655,0.012561148540511675
43.426823474517526,0.012215872113358
44.53063457638456,0.011880086523030551
45.66250204643887,0.011553530888749242
46.823139013760716,0.011235951500732987
48.013276733549944,0.010927101623085808
49.23366504785078,0.01062674130210114
50.485072857987056,0.01033463717983538
51.768288609005815,0.010050562312805924
53.08412078643431,0.009774295995672661
54.433398425663434,0.00950562358976615
55.81697163427851,0.009244336356329099
57.23571212766658,0.008990231294341651
58.690513778237595,0.008743110982804518
60.1822931786055,0.008502783427357281
61.71199021908422,0.008269061911112891
63.280568679862185,0.008041764849592329
64.8890168382286,0.007820715649646776
66.53834809123407,0.007605742572257717
68.22960159417781,0.00739667859910827
69.96384291532367,0.0071933613028222375
71.74216470725797,0.006995632720769909
73.56568739531065,0.006803339232342744
75.4355598834763,0.006616331439601355
77.35296027827593,0.0064344640512043255
79.31909663101982,0.006257595769527426
81.33520769893522,0.006085589180885781
83.40256372564133,0.00591831064877348
85.52246724146158,0.005755630210037834
87.69625388407842,0.005597421473907509
89.9252932400469,0.005443561523796186
92.21098970769799,0.005293930821805379
94.55478338197466,0.005148413115852251
96.9581509617586,0.005006895349350289
99.42260668025916,0.0048692675733725994
101.94970325905052,0.004735422861229672
104.54103288635847,0.0046052572253951745
107.19822822021293,0.004478669536715289
109.92296341709832,0.004355561445838746
112.71695518674997,0.004235837306806612
115.58196387376091,0.004119404102742388
118.51979456668069,0.004006171373584716
121.53229823530552,0.003896051145806532
124.62137289687404,0.003788957864066133
127.78896481190792,0.0036848083247368792
131.03706971044474,0.003583521611264147
134.36773404944222,0.0034850190312990426
137.78305630213984,0.0033892240555602653
141.28518828019517,0.003296062258376433
144.876336489425,0.0032054612598628103
148.55876352000644,0.003117350669687442
152.33478947201382,0.0030316620323830234
156.20679341718966,0.002948328774162034
160.17721489787013,0.0028672861511937703
164.24855546401028,0.002788471199303147
168.42338024927653,0.0027118226850521487
172.70431958720008,0.0026372810581659356
177.09407066840927,0.0025647884052666567
181.59539923998486,0.0024942884048789874
186.21114134800922,0.0024257262836724835
190.94420512440692,0.0023590487739067203
195.79757261920378,0.002294204072046149
200.77430167935492,0.002231141798512585
205.87752787533316,0.0021698129585439193
211.11046647668107,0.0021101699041288294
216.47641447778307,0.0020521662969877276
221.9787526751221,0.001995757072571357
227.6209477973415,0.0019408984050488989
233.40655468944183,0.0018875476732585531
239.3392185525017,0.0018356634275939908
245.42267724032038,0.0017852053578010763
251.66076361444252,0.0017361342616597306
258.05740795903654,0.0016884120145267039
264.6166404571575,0.0016420015397155068
271.3425937299489,0.001596866779690552
278.23950544038667,0.0015529726680530897
285.3117209632031,0.0015102851022971927
292.56369612267497,0.0014687709173146022
299.99999999999994,0.0014283978596278761
